"name","city","state","zip"
"Jackie's Flower Gift Shop","Kittanning","PA","16201"
"Collene's Crafts-N-Flowers","Kutztown","PA","19530"
"Z-Fiori","Portland","OR","97239"
"Orchid Florist Inc","Brooklyn","NY","11209"
"Agnes McConaughy Clar Fl Sax","Johnstown","PA","15905"
"Ford's Flowers Inc","Kittanning","PA","16201"
"Candy Bouquet","Lakeville","PA","18438"
"Jackie and Daughter Flower Shop","Kutztown","PA","19530"
"Interior Green Inc","Lancaster","PA","17601"
"Seyler's Flowers Gifts","Kittanning","PA","16201"
"Flowers by Mary Elizabeth","Landenberg","PA","19350"
"Blooming Market USA Corp","Brooklyn","NY","11208"
"Herr's Flowers","Lampeter","PA","17537"
"Schrader Flower Shop","Johnstown","PA","15901"
"Flowers by David","Langhorne","PA","19047"
"Vickers Florist","Knox","PA","16232"
"Six Yellow Chairs","Lanse","PA","16849"
"Floral Designs of Mount Joy","Landisville","PA","17538"
"Royer's Flowers","Lancaster","PA","17603"
"Narine's Gifts Flowers, Inc","Brooklyn","NY","11214"
"Polites Florist","Lansdowne","PA","19050"
"Gamble's Newark Florist","Landenberg","PA","19350"
"Rainyday Flowers","Portland","OR","97223"
"Porvaznik's Flowers","Lansford","PA","18232"
"Chantilly Floral","Lansdale","PA","19446"
"Yellow Daffodil Flower Gift Shop","Langhorne","PA","19047"
"Floral Fountain","Latrobe","PA","15650"
"Flower Barn","Johnstown","PA","15905"
"Unique Flowers","Brooklyn","NY","11235"
"Forever Flowers Designs","Lansdowne","PA","19050"
"Petals With Style","Lancaster","PA","17603"
"Floristic Creations","Lansford","PA","18232"
"Miller's Greenhouses Inc","Landisville","PA","17538"
"North Penn Florist","Lansdale","PA","19446"
"Flower Expressions by Bev","Latrobe","PA","15650"
"Sammy's Flowers","Portland","OR","97209"
"Village of Flowers Mill","Langhorne","PA","19047"
"Cambria City Flowers","Johnstown","PA","15906"
"Floral Expressions by Katherine","Portland","OR","97219"
"Royer's Flowers Gifts","Lancaster","PA","17603"
"Royers Flower's Gifts","Lebanon","PA","17042"
"Simply Flora's","Lansdowne","PA","19050"
"Flower Power Boutique","Langhorne","PA","19047"
"Anthony's Floral","Latrobe","PA","15650"
"A Floral Affair","Lansdale","PA","19446"
"Giant Eagle","Johnstown","PA","15904"
"Giant Eagle","Leechburg","PA","15656"
"Leesport Flower Shop","Leesport","PA","19533"
"Giant Eagle","Leetsdale","PA","15056"
"Wegmans Floral","Lancaster","PA","17601"
"Pretty Petals","Portland","OR","97213"
"Lebanon Valley Flowers Gifts","Lebanon","PA","17046"
"FOREACRESFLORIST.COM","Lansdowne","PA","19050"
"Sincerely Shawn Florist","Latrobe","PA","15650"
"Forget Me Not Floral Gift Shoppe","Johnstown","PA","15901"
"Genuardi Florist","Lansdale","PA","19446"
"F O Lippold","Leesport","PA","19533"
"Arndt's Flower Shop","Lehighton","PA","18235"
"Cat's Meow Flower Gift Shop","Lemont","PA","16851"
"Leechburg Floral Co","Leechburg","PA","15656"
"Lubliner Florist","Portland","OR","97201"
"Bonnie nursery","Lansdowne","PA","19050"
"Sigalit Flower Shop","Brooklyn","NY","11218"
"Blue Heron Flowers","Lebanon","PA","17042"
"Whistling Winds Flower Farm","Latrobe","PA","15650"
"Davids Flower Girl Dresses","Lancaster","PA","17603"
"Juliets Floral Designs","Lansdale","PA","19446"
"Hammaker's Flower Shop","Lemoyne","PA","17043"
"Royers Flower Shops","Leola","PA","17540"
"Nancie's Floral Fantasies","Johnstown","PA","15905"
"The Flower Patch Gift Shoppe","Lehighton","PA","18235"
"The Meadow","Portland","OR","97227"
"Kelly's Florist Garden Center","Leesport","PA","19533"
"Gifford's Flowers","Portland","OR","97201"
"Lewistown Florist, Inc.","Lewistown","PA","17044"
"Robb's Floral Shop","Latrobe","PA","15650"
"Stephenson's Flower Shops","Lemoyne","PA","17043"
"A Foral Affair","Lansdale","PA","19446"
"Flowers by Yvonne Inc","Levittown","PA","19057"
"Vines In Thyme","Lancaster","PA","17601"
"Occasions in Full Bloom","Lebanon","PA","17042"
"Ray's Nurseries","Johnstown","PA","15904"
"J A M Landscape Contracting","Lehighton","PA","18235"
"Steinâs Flowers Gifts Inc","Lewisburg","PA","17837"
"Royer's Flowers Inc","Leola","PA","17540"
"New Seasons Market","Portland","OR","97214"
"Milwaukie Floral Co","Portland","OR","97222"
"Giant Eagle","Latrobe","PA","15650"
"Heritage Gardens","Lewistown","PA","17044"
"Royer's Flowers Gifts","Lancaster","PA","17601"
"Lebanon Valley Flowers Gifts","Lebanon","PA","17046"
"Dogwood Hill Gifts Flowers","Lewisburg","PA","17837"
"Market Basket","Johnstown","PA","15904"
"Clemens Country Florist","Lansdale","PA","19446"
"Where the Blooms are","Levittown","PA","19056"
"Florist In Lehighton","Lehighton","PA","18235"
"Flowers Suzy","Ligonier","PA","15658"
"Hoovers Greenhouse","Leola","PA","17540"
"Rose Boutique","Limeport","PA","18060"
"New Seasons Market","Portland","OR","97211"
"Jae Designs","Lewistown","PA","17044"
"Landsdale Business Assoc","Lansdale","PA","19446"
"Blossoms and Branches","Latrobe","PA","15650"
"Vines In Thyme","Lancaster","PA","17601"
"Brenda Shuey Floral Design","Lebanon","PA","17042"
"Levittown Floral Boutique Gift Shoppe LTD","Levittown","PA","19056"
"Pierce Florist","Linesville","PA","16424"
"Barb's Bouquet Gift Basket","Lewisburg","PA","17837"
"The Flower Patch Gift Shoppe","Lehighton","PA","18235"
"Elegant Expressions Inc","Lititz","PA","17543"
"Gramercy Park Flower Shop: Dumbo Location","Brooklyn","NY","11201"
"Flower John Jr Rev","Ligonier","PA","15658"
"Lewistown Florist","Lewistown","PA","17044"
"Carl's Creations","Littlestown","PA","17340"
"Crazy for Daisies","Lebanon","PA","17042"
"Neffsville Flower Shoppe","Lancaster","PA","17601"
"New Seasons Market","Portland","OR","97206"
"Flower Place","Latrobe","PA","15650"
"Florist T","Levittown","PA","19055"
"Blossoms and Blooms Boutique","Linesville","PA","16424"
"Blooms","Portland","OR","97204"
"Esbenshade's Garden Centers Greenhouse","Lititz","PA","17543"
"Nolt's Garden Center","Lebanon","PA","17042"
"Rachel's Ligonier Floral","Ligonier","PA","15658"
"Gold Flowers","Brooklyn","NY","11211"
"Splints Daisies","Lancaster","PA","17602"
"Flower Shop/Koons Florist","Littlestown","PA","17340"
"New Seasons Market","Portland","OR","97227"
"Jae Design","Lewistown","PA","17044"
"Central Market","Lititz","PA","17543"
"Broadway Floral Home Garden","Portland","OR","97232"
"New Seasons Market","Portland","OR","97210"
"Giant Eagle","Ligonier","PA","15658"
"C D Creations","Littlestown","PA","17340"
"T's Flowers","Lancaster","PA","17602"
"Stoltzfus Samuel L","Lititz","PA","17543"
"Prestige Flowers","Portland","OR","97266"
"Awesome Blossoms by Al","Loyalhanna","PA","15661"
"Ink Peat","Portland","OR","97227"
"Bauers Forever Flowers","Lucinda","PA","16235"
"A Floral Occasion","Lancaster","PA","17603"
"Hoover's Farm Market Greenhouses","Lititz","PA","17543"
"Passion Florist","Brooklyn","NY","11225"
"Art of Living","Lykens","PA","17048"
"Flowers For You","Portland","OR","97222"
"Macungie's Posey Patch","Macungie","PA","18062"
"Village Flower Shop","Lancaster","PA","17601"
"Pepper's Flowers","Lyndora","PA","16045"
"Justy's Produce Flowers","Portland","OR","97267"
"Esbenshade's Greenhouses Inc","Lititz","PA","17543"
"Sage Garden Works","Littlestown","PA","17340"
"Avalon Flowers","Portland","OR","97204"
"Macungie's Posey Patch","Macungie","PA","18062"
"The Boutonniere Flower Shoppe","Lancaster","PA","17603"
"Francine's Floral","Madera","PA","16661"
"Newswanger's Greenhouse","Lititz","PA","17543"
"Wegmans Floral","Malvern","PA","19355"
"Special Occasions Florist","Mansfield","PA","16933"
"K W Silk Flower USA Inc","Brooklyn","NY","11215"
"Wenger's Greenhouse","Lititz","PA","17543"
"Creative Designs By Karen","Manheim","PA","17545"
"Special Occasions Florist","Mansfield","PA","16933"
"Myricks Flower Arrangements","Lancaster","PA","17602"
"Bloomers Floral Studio","Marienville","PA","16239"
"Ilonka Floral Decorator","Malvern","PA","19355"
"Flower Temple Designs","Portland","OR","97201"
"Pinkerton's Flower Factory","Manheim","PA","17545"
"Neffsville Flower Shoppe","Lancaster","PA","17601"
"Bearly Enough Flowers","Mansfield","PA","16933"
"Macri Floral","Mars","PA","16046"
"Meads Greenhouse","Mansfield","PA","16933"
"Cottage Flowers","Malvern","PA","19355"
"Environmental Plant Designs","Mars","PA","16046"
"Crystal Lilies","Portland","OR","97214"
"Spring Farm Greenhouse","Martinsburg","PA","16662"
"Event Floral","Portland","OR","97227"
"El Jardin Flowers and Garden Room","Lancaster","PA","17603"
"Royer's Flowers Gifts","Manheim","PA","17545"
"Blooming Bridal Inc","Brooklyn","NY","11203"
"Kocher's Flowers Greenhouses","Mars","PA","16046"
"L L Wholesale Greenhouses","Martinsburg","PA","16662"
"Exquisite Floral Designs","Portland","OR","97217"
"Shady Willow Greenhouse","Lancaster","PA","17601"
"Malmborgs Flower","Manheim","PA","17545"
"Gatherings/Clemens","Malvern","PA","19355"
"One Little Bunch","Portland","OR","97239"
"Portland Florist Shop","Portland","OR","97220"
"Ken's Gardens","Lancaster","PA","17602"
"Jeanettes Country Florals","Martinsburg","PA","16662"
"Malvern Flowers Gifts","Malvern","PA","19355"
"Mc Design","Brooklyn","NY","11222"
"White Oak Florist","Mckeesport","PA","15131"
"Central Market","Lancaster","PA","17603"
"Masontown's Floral Basket","Masontown","PA","15461"
"Royer's Flowers Gifts","Mechanicsburg","PA","17050"
"Whitford Flowers","Malvern","PA","19355"
"Nelson's Flowers","Mercer","PA","16137"
"Piney Creek Greenhouse","Martinsburg","PA","16662"
"Royer's Flowers Gifts","Lancaster","PA","17601"
"Petal Passion","Portland","OR","97217"
"Koinonia","Mckeesport","PA","15132"
"Philip's Flower Gift Shop","Mercersburg","PA","17236"
"Wegmans Floral","Mechanicsburg","PA","17050"
"Lapp's Greenhouse","Lancaster","PA","17602"
"Country Flowers","Middleburg","PA","17842"
"Lutz Michele-Hughes Creations With You In Mind","Middletown","PA","17057"
"Gibson's Flower Shoppe","Midland","PA","15059"
"The Flower Basket","Mercersburg","PA","17236"
"Signature Florals","Meadville","PA","16335"
"New Seasons Market","Portland","OR","97202"
"Breitinger's Flowers","Mckeesport","PA","15132"
"Pealers Flowers","Mechanicsburg","PA","17055"
"City Flowers Tommy Luke","Portland","OR","97204"
"Meyersdale Country Bouquet","Meyersdale","PA","15552"
"Ruell Enterprises","Middletown","PA","17057"
"Central Market","Middleburg","PA","17842"
"Morning Glories Flower Gift","Mifflinburg","PA","17844"
"Food Lion","Mercersburg","PA","17236"
"The Avenue J Florist","Brooklyn","NY","11230"
"New Seasons Market","Portland","OR","97225"
"Smithfield Country Market","Milan","PA","18831"
"La Bella Baskets","Mechanicsburg","PA","17050"
"Timberland Floral Gifts","Meadville","PA","16335"
"Floral Ridge Farm","Milanville","PA","18443"
"The Barefoot Florist","Mifflintown","PA","17059"
"Myer the Florist","Milford","PA","18337"
"The Flower Shoppe","Mckeesport","PA","15133"
"Blum Design In Flowers","Portland","OR","97239"
"A Unique Floral Design-Sandra","Middletown","PA","17057"
"Shenk's Greenhouse","Lancaster","PA","17602"
"Little Black Dress","Brooklyn","NY","11204"
"Barb's Bouquet Gift Basket","Mifflinburg","PA","17844"
"Schafers Floral and Gifts","Meyersdale","PA","15552"
"Hammaker's Flower Shop","Mechanicsburg","PA","17050"
"The Barefoot Florist","Mifflintown","PA","17059"
"Laurelhurst Florist","Portland","OR","97220"
"Sharon Nagassar Designs","Milford","PA","18337"
"Colibri","Portland","OR","97211"
"McElhinney Plantcare","Mckeesport","PA","15132"
"Martin's Greenhouses","Mifflinburg","PA","17844"
"Schafers Floral and Gifts","Meyersdale","PA","15552"
"Heather House Floral Designs","Lancaster","PA","17601"
"A M Growers","Mechanicsburg","PA","17055"
"Zawrat Flowers","Brooklyn","NY","11201"
"Floral Crafters","Milford","PA","18337"
"Hicks Flowers","Middletown","PA","17057"
"Foliage Greenhouse","Portland","OR","97220"
"Treaster's Flowers","Mifflintown","PA","17059"
"Mountain View Greenhouses","Millmont","PA","17845"
"Deb's Flowers","Millerton","PA","16936"
"Witmers Greenhouses Inc","Lancaster","PA","17602"
"Anderson's Floral Gift Shop","Meyersdale","PA","15552"
"Stem Floral Giftsinc","Meadville","PA","16335"
"Garden Bouquet","Mechanicsburg","PA","17055"
"Geranium Lake Flowers","Portland","OR","97204"
"Jae Designs","Milroy","PA","17063"
"Donald J. Butler Funeral Home","Minersville","PA","17954"
"Portland Bakery Delivery","Portland","OR","97220"
"Cedar Hill Flower Girls","Mohnton","PA","19540"
"Centerport Flower Shop","Mohrsville","PA","19541"
"Stem Floral Gifts Inc","Meadville","PA","16335"
"Old Towne Flowers Tuxedos","Mifflintown","PA","17059"
"Jeffrey's Flowers","Mechanicsburg","PA","17050"
"Food Lion","Meyersdale","PA","15552"
"Eve's Garden","Lancaster","PA","17603"
"Van Kirk's Florist Inc","Portland","OR","97236"
"Plenty of Petals","Middletown","PA","17057"
"Flowers For Me","Minersville","PA","17954"
"Crall's Monongahela Floral Gift Shoppe","Monongahela","PA","15063"
"The Johnston","Monroeville","PA","15146"
"Stauffers of Kissel Hill","Lancaster","PA","17601"
"Reiff's Nursery Greenhouses","Mifflinburg","PA","17844"
"Yoney's Floral Gift Shop","Monongahela","PA","15063"
"Florist In Monongahela","Monessen","PA","15062"
"The Flower Pot Boutique","Middletown","PA","17057"
"Burrell's Florist","Millersburg","PA","17061"
"Laura's Floral Boutique","Monroeville","PA","15146"
"Ashcombe Farm Greenhouses","Mechanicsburg","PA","17055"
"Mr T's Tuxedos Designs By Edie","Minersville","PA","17954"
"Nevills Flowers","Montoursville","PA","17754"
"Robinson's Rapid Run Greenhouses","Mifflinburg","PA","17844"
"Stauffers of Kissel Hill","Lancaster","PA","17603"
"Lily Pad Florist Gifts","Montrose","PA","18801"
"Angels Secret Flowers","Monongahela","PA","15063"
"Monessen Florists","Monessen","PA","15062"
"Botanica Floral Design","Portland","OR","97232"
"Monroeville Florist","Monroeville","PA","15146"
"Noggle's Sweet Meadow Gardens Greenhouses","Mechanicsburg","PA","17055"
"Blooms Brothers Flowers","Montrose","PA","18801"
"Washington Wholesale Florist Supply","Monessen","PA","15062"
"Market Street","Portland","OR","97201"
"Giant Eagle","Monongahela","PA","15063"
"Wally Wentz Florist Inc","Montoursville","PA","17754"
"Greensleeves Dried Flowers","Millville","PA","17846"
"Giant Eagle Floral","Monroeville","PA","15146"
"Goose Hollow Flowers","Portland","OR","97205"
"Loretta's Creations","Lancaster","PA","17602"
"Montrose Produce","Montrose","PA","18801"
"Charlene's Petal Talk","Milton","PA","17847"
"Crall's Flower Shop","Monongahela","PA","15063"
"Creedon's Flower Shop","Moscow","PA","18444"
"Greenhouse Elizabeth","Montoursville","PA","17754"
"Joyce Vincents Floral Gallery Gifts","Morton","PA","19070"
"Johnston the Florist","Monroeville","PA","15146"
"Cobblestone Cottage and Gardens","Meadville","PA","16335"
"Emerald Petals","Portland","OR","97227"
"The Wild Rose Boutique","Monaca","PA","15061"
"McBesket Flowers","Moscow","PA","18444"
"New York Floral Co","Montoursville","PA","17754"
"Sherwood Florist","Milton","PA","17847"
"Yoneis Ramblin Rose Florist and Gifts","Monongahela","PA","15063"
"Kimrik Garden Center","Lancaster","PA","17602"
"Patti's Petals Flower Shop","Monaca","PA","15061"
"Send Me No Flowers","Monroeville","PA","15146"
"Loeffler's Flower Shop","Meadville","PA","16335"
"Wellspent Market","Portland","OR","97232"
"Nevill's Flowers","Montoursville","PA","17754"
"Charlene's Petal Talk","Milton","PA","17847"
"Belli Fiori Florist","Monroeville","PA","15146"
"Timberland Floral Gifts","Meadville","PA","16335"
"Kohl's Stony HL Tree Farm","Milton","PA","17847"
"Rose Wood Flowers","Muncy","PA","17756"
"Country Road Flowers","Narvon","PA","17555"
"E J Lewis Florist","Nanticoke","PA","18634"
"Layser's Flowers Inc","Myerstown","PA","17067"
"Lynn's Florist Gift Shop","Nazareth","PA","18064"
"Amaranth Florist","Narberth","PA","19072"
"Bocchine Greenhouses","Meadville","PA","16335"
"Balloons Bears","Monroeville","PA","15146"
"Colagrande's Florist","Murrysville","PA","15668"
"Hardcore Florist","Portland","OR","97214"
"Harveys Nursery Greenhouses","Needmore","PA","17238"
"Kohl's Stony Hill Tree Farm Christmas Shoppe","Milton","PA","17847"
"Robin Hill Florist","Nanticoke","PA","18634"
"Grumbine's Flowers","Myerstown","PA","17067"
"Stauffer Harvey","Muncy","PA","17756"
"Valentine Flower Shop","Narberth","PA","19072"
"Giant Eagle","Meadville","PA","16335"
"Mycalyn Florals","Nazareth","PA","18064"
"Rocky Ridge Greenhouse","Nescopeck","PA","18635"
"A Nation's Florist Flower Company","Monroeville","PA","15146"
"Berries and Birch Flowers, Gifts Home Decor","Murrysville","PA","15668"
"Barbaras Custom Floral Creations","Nanticoke","PA","18634"
"Andree's Flowers Balloons Gift","Milton","PA","17847"
"Grumbine's Flowers","Myerstown","PA","17067"
"Christopher's Grace Designs","Portland","OR","97283"
"Albrecht Flowers Greenhouses","Narberth","PA","19072"
"The Paper Florist","Nazareth","PA","18064"
"Dutch Hill Greenhouses","Meadville","PA","16335"
"Colagrande's Backyard Vineyard","Murrysville","PA","15668"
"Zimmey's Greenhouse","Myerstown","PA","17067"
"Carols Floral Gifts","Nanticoke","PA","18634"
"Bella Blooms","Monroeville","PA","15146"
"Nazareth Floral Designs","Nazareth","PA","18064"
"Zabo Plant Inc","Murrysville","PA","15668"
"Floral Crafters","Milford","PA","18337"
"Pettis Road Greenhouse","Meadville","PA","16335"
"Barbara's Custom Floral","Nanticoke","PA","18634"
"Giant Eagle","Monroeville","PA","15146"
"Floral Fantasies","Nazareth","PA","18064"
"Twin Pines Country","Milford","PA","18337"
"Rosebud Floral Giftware","Murrysville","PA","15668"
"Flowers In The Attic","Monroeville","PA","15146"
"Bella Fiore","Nazareth","PA","18064"
"Inna's Florals","Newmanstown","PA","17073"
"Nazareth Floral Designs","Nazareth","PA","18064"
"New Seasons Market","Portland","OR","97232"
"Westford Einar Grnhse","Newport","PA","17074"
"Lisa's Floral Shoppe","Newville","PA","17241"
"Lovebug Unique","Newmanstown","PA","17073"
"Designs by Dwayne Leamer","Nicktown","PA","15762"
"Anna Catanese Flower Shop","Norristown","PA","19401"
"Lana's Flower Boutique","Newport","PA","17074"
"Newtown Floral Company","Newtown","PA","18940"
"Floare","Portland","OR","97202"
"Moles Flower Gift Shop","Norristown","PA","19403"
"Norwood Florists","Norwood","PA","19074"
"Clark's Flower Shop","Newtown","PA","18940"
"Graceful Blossoms","Northumberland","PA","17857"
"Greenwald","Norristown","PA","19401"
"Bloomers Floral Studio","Oakmont","PA","15139"
"Imperial Florist","Oakdale","PA","15071"
"Mely's Flower Shop Flower","Norristown","PA","19401"
"Susquehanna Flower Company","Northumberland","PA","17857"
"Rhodes Newtown Flower Gift","Newtown","PA","18940"
"Flowers By King's","Oley","PA","19547"
"Oakmont Floral Design","Oakmont","PA","15139"
"McPherson Greenhouse","Northumberland","PA","17857"
"2 Buds Floral Design","Oakdale","PA","15071"
"Central Park Flowers","Olyphant","PA","18447"
"Flowers Staking Company of Oxford PA","Norristown","PA","19403"
"Cheswick Floral","Oakmont","PA","15139"
"Bobs Flower Shop","Northampton","PA","18067"
"La Petit Fleur","Oreland","PA","19075"
"Christa's Creations","Oley","PA","19547"
"Suspended In Time","Oakdale","PA","15071"
"Lisa Marie's Country Floral Gifts","Olyphant","PA","18447"
"Ross Plants Flowers","Orefield","PA","18069"
"King of Prussia Flower Shop","Norristown","PA","19403"
"Precious Petals Gifts","Orbisonia","PA","17243"
"New Seasons Market","Portland","OR","97203"
"Forget Me Not Florist","Orwigsburg","PA","17961"
"Donna Adriane Designs","Newtown","PA","18940"
"Bernie's Flower Shop Inc","Oakmont","PA","15139"
"D S Floral","Northampton","PA","18067"
"Murphy Klein Floral Studio","Ottsville","PA","18942"
"Flower by King's","Oley","PA","19547"
"American Flower Markets of King of Prussia, Inc","Norristown","PA","19403"
"Sheila's Floral Gallery","Orwigsburg","PA","17961"
"Carousel Depot","Newtown","PA","18940"
"Bob's Floral Shop","Palmerton","PA","18071"
"Bobs Flower Shop","Northampton","PA","18067"
"Floral Magic","Oakdale","PA","15071"
"Paoli Florist","Paoli","PA","19301"
"Flower Meadow","Parkesburg","PA","19365"
"Flowercause.Com","Norristown","PA","19403"
"Purple Pansy","Ottsville","PA","18942"
"Giant Eagle","Oakmont","PA","15139"
"Palmerton Floral","Palmerton","PA","18071"
"Naturalscapesinc","Orefield","PA","18069"
"Pinewood and Posies","Paradise","PA","17562"
"Glick's Greenhouse","Oley","PA","19547"
"Buchanan's Buds and Blossoms Inc.","Oxford","PA","19363"
"Rhapsody in Bloom","Palmyra","PA","17078"
"D and S Floral and Boutique","Northampton","PA","18067"
"Bales Thriftway","Portland","OR","97229"
"Sommerfield Designs","Paoli","PA","19301"
"Joseph Genuardi Florist","Norristown","PA","19401"
"Yesterdays Treasures Flowers","Orwigsburg","PA","17961"
"Polk's Country Flower Shop","Parkesburg","PA","19365"
"Sonny Bea's","Oxford","PA","19363"
"D S Floral","Northampton","PA","18067"
"Marrazzo's Manor Lane","Newtown","PA","18940"
"Pretty Petals Gifts By Susan","Paxinos","PA","17860"
"Royer's Flowers Inc","Palmyra","PA","17078"
"City Plant Service","Portland","OR","97266"
"Perfect Events","Norristown","PA","19403"
"Fleur De Lis Floral","Paoli","PA","19301"
"J B Florist","Northampton","PA","18067"
"Flowers In Bloom","Parkesburg","PA","19365"
"Sonny Beas","Oxford","PA","19363"
"P H Treasure Bay","Palmyra","PA","17078"
"Designs By Malinda","Patton","PA","16668"
"Preschool Little Flowers","Paradise","PA","17562"
"Flowers By Priscilla","Paoli","PA","19301"
"Cihylik Farms Greenhouse","Northampton","PA","18067"
"Perkasie Florist","Perkasie","PA","18944"
"Four Seasons Florist","Peckville","PA","18452"
"Philips Florist","Oxford","PA","19363"
"Koida Greenhouse Inc","Portland","OR","97222"
"Mowrer's Flowers","Petersburg","PA","16669"
"Majestic Flowers Garden","Perryopolis","PA","15473"
"Ten Pennies Florist Inc","Philadelphia","PA","19148"
"Bloom Flower Co","Perkasie","PA","18944"
"Sparkle","Philipsburg","PA","16866"
"Nossal's Floral Shop","Peckville","PA","18452"
"Picture Perfect Event Wedding Planning","Portland","OR","97233"
"Dan's Floral Design","Pitcairn","PA","15140"
"Otto Schmidt's Florist LLC","Philadelphia","PA","19111"
"Perry Floral Gift Shop II","Perryopolis","PA","15473"
"McCandless Floral","Pittsburgh","PA","15237"
"Clair's Flower Shop Inc","Perkasie","PA","18944"
"Mauriello Florist","Pittston","PA","18640"
"Kinsman Garden Co Office Warehouse","Pipersville","PA","18947"
"Moles Flower Shop","Norristown","PA","19403"
"Jjjenni","Peckville","PA","18452"
"Century Floral Shoppe","Philipsburg","PA","16866"
"D'alessandro Funeral Home Crematory LTD","Pittsburgh","PA","15201"
"Perry Floral Gift Shop","Perryopolis","PA","15473"
"Del Muse","Perkasie","PA","18944"
"Dan Schantz Farm Greenhouses","Pipersville","PA","18947"
"Petals","Pittston","PA","18640"
"The Flower Bed","Norristown","PA","19401"
"White Horse Flowers","Plumsteadville","PA","18949"
"East Greenville Flowers","Pennsburg","PA","18073"
"Flower Shoppe Garden Greenery","Plymouth","PA","18651"
"Moffatt's Floral Shop","Philipsburg","PA","16866"
"Crazee Daisee","Pipersville","PA","18947"
"Orchid Exchange","Portland","OR","97209"
"Carroll's Flowers","Philadelphia","PA","19124"
"Simply Floral Inc","Perkasie","PA","18944"
"Pennypacker Florist","Phoenixville","PA","19460"
"Flower Basket Floral Gift Shop","Peckville","PA","18452"
"Happy Flower Shop","Philadelphia","PA","19103"
"House of Flowers Gifts","Phoenixville","PA","19460"
"Jerry's for All Seasons","Peckville","PA","18452"
"Pottstown Florist","Pottstown","PA","19464"
"Kern Park Flower Shoppe","Portland","OR","97206"
"Cameron Peters Floral Design","Phoenixville","PA","19460"
"Log House Gardens Herbs","Portersville","PA","16051"
"Four Seasons Florist","Peckville","PA","18452"
"Achin' Back Garden Ctr Inc","Pottstown","PA","19464"
"Jesteadt Greenhouse","Prospect","PA","16052"
"Flowers By Colleen","Pottstown","PA","19464"
"NE Flower Boutique - Northeast Philly","Philadelphia","PA","19116"
"B and B Floral","Portage","PA","15946"
"Callalily's Flowers and Treasures","Phoenixville","PA","19460"
"Flowers N All","Pulaski","PA","16143"
"December Rose","Punxsutawney","PA","15767"
"Tropic-Ardens, Inc.","Quakertown","PA","18951"
"Lavender Goose","Peckville","PA","18452"
"Strogus' Flower Shop","Pottstown","PA","19464"
"Portage Florals","Portage","PA","15946"
"Floral Expression","Philadelphia","PA","19103"
"Cla-Mart Flowers Gifts","Quarryville","PA","17566"
"Fruit Flowers","Phoenixville","PA","19460"
"Kullagruppen USA","Punxsutawney","PA","15767"
"Royer's Flowers","Quarryville","PA","17566"
"Petal Pushers","Pottstown","PA","19464"
"Country Hearts Flowers","Portage","PA","15946"
"Summerhouse Florist Gifts","Peckville","PA","18452"
"Always Beautiful Flowers-Gifts","Quakertown","PA","18951"
"Jamie Andrews","Phoenixville","PA","19460"
"New Leaf Flowers","Philadelphia","PA","19147"
"Eiseltown Flower Shop","Pittsburgh","PA","15211"
"Roseman's Florist Gifts","Punxsutawney","PA","15767"
"Walnut Hill Floral Studio","Phoenixville","PA","19460"
"Natalie's Flowers","Philadelphia","PA","19116"
"Flowers by the Bunch","Pottstown","PA","19464"
"Brush Valley Floral","Rebersburg","PA","16872"
"Steve's Florist Greenhouse","Punxsutawney","PA","15767"
"acacia flower gift shop","Reading","PA","19610"
"Always Beautiful Flowers","Quakertown","PA","18951"
"Harolds Flower Shop","Pittsburgh","PA","15219"
"Colonial Gardens","Phoenixville","PA","19460"
"Elegant Events Florist","Philadelphia","PA","19111"
"Flowers by Colleen","Pottstown","PA","19464"
"Kathryn Company Florist","Reedsville","PA","17084"
"Joyce's Greenhouse","Punxsutawney","PA","15767"
"The Buttercup Daily","Quakertown","PA","18951"
"Petal Pushers","Pottstown","PA","19464"
"Erich Gumto Greenhouse","Renfrew","PA","16053"
"Falls Flowers","Philadelphia","PA","19129"
"Leary's Flowers","Phoenixville","PA","19460"
"Purple Pansy","Revere","PA","18953"
"Burke and Haas Always in Bloom","Pittsburgh","PA","15223"
"Rose's On Main","Reynoldsville","PA","15851"
"Backhaus Nursery","Renfrew","PA","16053"
"Flowers and Gifts","Pottstown","PA","19464"
"Petals On Penn","Reading","PA","19608"
"Giant Eagle","Richeyville","PA","15358"
"McClane Flowers","Philadelphia","PA","19148"
"Evelyn's Designs","Richfield","PA","17086"
"Produce and Flowers","Richboro","PA","18954"
"Flower Studio","Pittsburgh","PA","15241"
"Hazuza's Greenhouse","Rillton","PA","15678"
"Village Florists Gifts","Riegelsville","PA","18077"
"Flowers Evermore","Pottstown","PA","19464"
"Bloom Town Flowers","Rimersburg","PA","16248"
"TLC Florals","Ridgway","PA","15853"
"Royer's Flowers","Reading","PA","19601"
"Judy Gayda Florist","Pittsburgh","PA","15201"
"Orchid Flower Shop","Philadelphia","PA","19103"
"Bright Leaf Florist","Richboro","PA","18954"
"Miller's Greenhouse","Pottstown","PA","19465"
"TLC Florals","Ridgway","PA","15853"
"Heck Bros Florist","Reading","PA","19606"
"Roses Florist","Philadelphia","PA","19104"
"Fireside Flowers","Richboro","PA","18954"
"Petal Pushers","Pittsburgh","PA","15220"
"Robesonia Flowers","Robesonia","PA","19551"
"Girton's Greenhouse","Ridgway","PA","15853"
"Groh Flowers by Maureen","Reading","PA","19604"
